Latitude,Longitude
80.43592633884325,119.86146196646729
5.570629136569664,54.400665460190794
-61.43823685965697,30.303019543778078
11.897768591286592,-65.01512176343724
-51.99270554595948,142.15675990142216
36.70133965734642,19.448493373823595
22.7657276373899,175.94970675541776
-77.04164430368343,-89.2854604318036
89.26708575515985,-78.1818462261595
60.11619690479219,-119.50909796137101
26.071944487392784,95.85320685911921
54.33449838499632,-132.82693339700904
67.16397678570655,162.0896124798628
-79.6681383460056,-103.73667204058336
-27.306015790222737,171.88041841082975
76.79341281356346,32.930978653306965
-75.58211020716274,-150.53408314315124
29.330558677331,80.17427577108606
-11.945774238401512,137.4295111733838
78.93231151272252,-130.468501161669
56.11488761667897,100.94013229758582
-53.21086374289929,41.19259089526807
59.92942123968737,2.0332167687114975
30.896016479549388,-117.74918330220108
-8.662320437633213,6.996036470274163
86.96923183797429,108.72271360386549
-9.945302335382934,51.60866505002167
-57.479704682714,38.96055425111339
14.814478089676157,51.456099547061086
-76.66572799214184,-91.1901595311511
49.139281839416185,-99.17642848417458
33.30191004945203,-115.22262594364896
-33.87599390250464,165.1926346955812
-65.47344387267569,-168.96330536402166
-75.27024562115042,36.37086482889396
-18.963066891262542,79.0398593428518
-10.228227908789705,-165.45702224740313
41.185920944295134,52.99416297226091
-23.2861196729729,-125.46176527531637
77.37537616924897,-109.54720887875753
-16.53543828439865,-17.87422849838663
11.614445227791308,106.78746955292843
-23.52898209873696,-166.59867523958047
55.37619091427635,-20.999430409740853
49.76858925266529,163.50917538816213
-52.444330599679176,80.04987817564421
-36.84148106758665,105.93424961426638
16.93449134225105,-72.90799341668273
60.72658874292662,150.02714022191526
82.17202354717224,-13.459945891878874
-48.38276635171844,-26.193687583312567
-12.323110790399312,-166.0083591173763
-49.6433444430303,34.33975278607369
-75.60173326314859,-98.36293478140487
-65.20773655146417,50.509744661303586
54.548883192635174,-118.05021388767344
-54.77453749620309,169.44885470682556
-42.682435575132644,-38.06905224122883
84.01226381170218,-78.14964122435131
6.590145877917777,-117.10462676110689
-66.14644393361297,145.8041051437782
30.051311212557366,-123.59779633168012
-56.20298271427292,48.479515669561835
55.28546760857236,-72.84787439556949
-32.03850202001909,72.4048840030332
-25.890882043394456,48.75196079419996
-26.823131824506177,152.99125220881
53.92028250165944,-79.24454385978784
-57.652227283037384,-160.9340963665382
55.16543943877605,-14.709506368743007
-70.06888919550683,-55.07247947573423
-48.56058686902256,67.12557966298891
-0.9147221613341259,85.09223295855634
-41.95399869968721,67.4426519942783
-58.92245184223982,104.45912459271108
-2.0353570294534222,-71.86326907498841
-89.00866735991379,175.02968401842537
49.48161633904331,3.0814611656902855
17.032566446473254,86.15817350641163
-56.606451037107895,-145.7690325074202
-73.55167273556776,-118.3025202890749
43.02875780699961,-7.402753481407274
-47.012419767715976,5.817889261825599
-29.38882717219368,116.98988353015199
3.9348964643348125,150.71101076977016
-79.79852063136116,79.95607097668011
-37.15235397780101,-83.77023692339866
-2.5744497024777075,-24.66349773565031
65.76781893889844,148.00731416701467
81.48564414440963,-25.711494586798295
41.077352071110255,48.03805743942982
55.05201501409775,-166.58322478156663
-12.657605012554555,-69.46425535352697
-58.46120720178337,-60.31723348434693
-47.080767880344666,154.05548433570237
-21.395583660997303,-163.72925902483382
73.13831691057547,-31.66686299610356
-35.931882656571794,-147.74642833150352
-24.549164931916437,41.200991308348534
8.792299947076799,-48.64407849135674
